upi_number,upi_holder_name,state,dob,pin_code,datetime,transaction_amount,seller_name,merchant_category,is_scam
7398290084,Gaurika Venkatesh,Ladakh,1997-06-24,464675,2025-01-31 15:05:39,14333.88,Jayaraman-Goswami,Groceries,0
9359686819,Parth Das,Dadra and Nagar Haveli and Daman and Diu,1989-12-05,812360,2024-11-02 07:31:33,8577.95,Nayar-Toor,Clothing,0
8146609843,Aahana Hayre,Nagaland,1968-07-24,628560,2024-10-12 06:10:15,27248.96,"Mammen, Kaul and Dubey",Travel,0
7683082386,Ayush Banerjee,Himachal Pradesh,1967-12-06,521036,2024-10-21 04:27:22,23431.43,Sama-Bath,Electronics,0
8879010639,Dalbir Bansal,Odisha,1979-03-15,021497,2024-12-14 15:12:17,38971.76,Cheema Ltd,Electronics,1
9891745810,Siddharth Kant,Uttar Pradesh,2001-11-27,464089,2024-06-19 08:14:36,35042.55,"Sem, Sunder and Tailor",Groceries,0
6914381287,Qasim Bahl,Jharkhand,2004-03-27,151940,2024-07-30 21:10:26,44887.07,Sachdev-Patel,Travel,0
7831676984,Inaya Sabharwal,Ladakh,1982-01-26,560801,2024-07-12 18:15:49,12236.29,Sen-Murty,Electronics,1
8755298370,Jagat Wali,Assam,1986-04-27,995139,2024-11-17 02:57:36,33987.93,"Chaudhary, Ghose and Kade",Utilities,1
9661546587,Tanish Sankar,Uttarakhand,1972-01-10,173176,2024-09-28 11:52:33,27458.46,Sathe Ltd,Electronics,1
8853309847,Dhruv Sarkar,Andhra Pradesh,2000-11-13,516172,2024-08-09 21:58:55,34766.76,"Golla, Dayal and Chanda",Clothing,1
7535318203,Eiravati Sabharwal,Gujarat,1969-12-26,452592,2024-07-28 12:54:05,43652.69,"Sharaf, Mukhopadhyay and Mangal",Clothing,0
6597730648,Hema Ahuja,Himachal Pradesh,1965-05-07,107044,2024-11-30 20:12:57,44556.26,"Gola, Bhardwaj and Modi",Utilities,1
6322680100,Pahal Gade,Jharkhand,1972-09-12,314455,2024-05-28 22:07:48,9237.51,"Ranganathan, Datta and Mody",Travel,0
8527531781,Bina Gour,Punjab,1975-05-11,938144,2025-03-09 12:56:22,16443.17,Iyer Group,Travel,1
7356282321,Jasmit Jaggi,Karnataka,1982-02-26,422600,2025-02-17 06:07:28,21988.09,"Khare, Khanna and Dyal",Electronics,1
9461480178,Yahvi Murthy,Meghalaya,1974-02-02,367629,2025-02-06 23:35:29,20329.7,Chandran and Sons,Groceries,1
6778505156,Vedhika Dar,Uttarakhand,1977-07-15,823762,2024-07-25 22:14:12,17806.58,Buch PLC,Clothing,0
7877136658,Tejas Barman,Karnataka,2006-05-28,972620,2024-05-23 03:51:12,6954.31,Gokhale-Subramanian,Utilities,0
7109148045,Lohit Goswami,Punjab,1981-07-13,719031,2024-10-20 04:16:36,36711.48,Dasgupta Group,Travel,1
8544227976,Amaira Som,Tamil Nadu,1980-02-29,856448,2024-04-27 22:52:41,21037.58,"Zacharia, Johal and Dugar",Utilities,1
7118286876,Manbir Agarwal,Gujarat,1996-06-19,453692,2024-10-08 01:50:43,35589.23,Pathak-Bhardwaj,Electronics,0
9581427835,Upma Iyer,Rajasthan,1990-10-15,140547,2025-02-11 13:12:59,42741.62,Rau-Gour,Clothing,1
8229583622,Thomas Vala,Uttarakhand,1988-03-13,428406,2024-08-27 01:25:24,45589.18,Venkataraman Ltd,Groceries,0
9008736826,Nathan Morar,Uttarakhand,1966-08-09,002227,2025-02-12 13:26:55,19726.11,Ram Ltd,Clothing,1
7309655501,Aayush Jaggi,Sikkim,1988-09-26,966043,2024-12-27 23:47:30,30765.14,Sheth-Chakraborty,Travel,1
6755027298,Atharv Raghavan,Puducherry,2002-10-08,100997,2024-10-01 17:28:21,16903.37,Chanda-Mohanty,Travel,0
7623994505,Osha Golla,Ladakh,1995-05-08,562594,2024-10-15 17:21:25,37410.98,Zacharia and Sons,Travel,0
9782214706,Tristan Ranganathan,Assam,1999-06-21,634398,2025-03-18 18:16:25,42845.1,Patla-Tiwari,Groceries,0
6851882861,Abha Dugar,Chhattisgarh,1979-02-05,947020,2024-05-03 11:10:10,3240.01,"Swaminathan, Yadav and Mistry",Travel,1
9353949885,Meghana Apte,Delhi,1977-10-14,369875,2024-12-21 08:27:42,44384.26,"Ramaswamy, Vaidya and Dasgupta",Electronics,1
7818647283,Balveer Kade,Manipur,1990-11-10,614120,2025-04-03 23:38:14,13713.77,Sami-Baria,Groceries,0
9047109098,Vidhi Banerjee,Meghalaya,1968-06-09,838155,2025-04-03 03:53:05,27754.61,"Mani, Shukla and Lad",Groceries,1
9543749587,Thomas Rege,Punjab,1975-06-28,111601,2024-10-07 01:44:00,18723.46,Bassi and Sons,Travel,1
7649856938,Anjali Bir,Odisha,1965-10-31,969888,2024-07-28 12:37:47,42005.43,Arya Ltd,Electronics,0
6974695687,Bhanumati Kakar,Karnataka,1970-05-06,335928,2024-06-17 10:19:54,25010.22,"Nadkarni, Bail and Narain",Groceries,0
9217993431,Diya Gole,West Bengal,1964-10-04,735603,2024-09-03 01:14:40,40254.92,"Kurian, Kata and Khalsa",Clothing,1
8686444321,Damyanti Gera,Punjab,1988-04-23,512607,2024-05-13 22:37:34,24483.55,Thaker-Dugar,Groceries,1
6292590149,Mitesh Banerjee,Meghalaya,1971-05-19,994916,2024-11-01 04:57:30,20037.12,"Sachar, Comar and Merchant",Groceries,1
6664094963,Urmi Mistry,Kerala,1979-08-24,184187,2024-10-26 14:47:03,3172.01,"Srinivasan, Sanghvi and Sinha",Utilities,0
7889943119,Praneel Chahal,Uttar Pradesh,1968-05-29,289029,2025-04-02 20:43:05,16174.51,"Warrior, Sagar and Seth",Electronics,1
7380424407,Lucky Madan,Ladakh,1977-03-14,508313,2024-11-01 10:00:15,21967.96,Swamy-Nazareth,Travel,0
8348081627,Chatresh Toor,Telangana,1974-09-07,335277,2024-08-27 22:35:53,10373.36,Bal Group,Clothing,1
9266797852,Dakshesh Srivastava,Goa,1985-08-28,702476,2025-01-25 09:37:42,701.17,"Chopra, Uppal and Sheth",Utilities,1
7167459916,Krishna Parmer,Delhi,1991-12-29,834284,2024-12-24 19:36:27,49146.23,Narayan PLC,Groceries,1
7882587279,Gaurav Nair,Uttar Pradesh,1979-07-30,610157,2024-07-16 19:09:31,25861.48,Subramanian-Shankar,Utilities,1
8341039979,Kavya Sengupta,Andhra Pradesh,1985-11-13,301637,2024-07-24 05:27:20,27594.92,Dayal-Master,Clothing,1
9900732356,Daniel Doshi,Mizoram,2004-01-25,620515,2025-04-17 03:44:10,22561.37,Panchal Group,Clothing,1
7410325150,Peter Borra,Meghalaya,1985-07-04,373365,2024-11-22 09:06:42,15942.16,Shanker-Ganesan,Groceries,1
7699573127,Ria Goyal,West Bengal,1994-08-16,877346,2024-10-25 13:11:51,40438.55,Yadav-Bhatt,Groceries,0
7344972315,Ucchal Kala,Himachal Pradesh,1982-04-04,186729,2025-04-04 13:04:23,1401.7,"Kara, Kumer and Banik",Utilities,1
8009517172,Ranbir Ram,Himachal Pradesh,1995-02-10,988648,2024-11-13 02:35:38,8845.08,Mital-Goyal,Utilities,1
6401378432,Harinakshi Bhatti,Uttar Pradesh,1978-08-04,927624,2025-02-10 23:04:40,18572.36,Dasgupta-Kalita,Electronics,1
9876375009,Chavvi Handa,West Bengal,1991-12-15,918045,2024-08-27 01:02:52,6983.7,"Bala, Khatri and Balay",Electronics,1
6462714179,Xalak Tata,Tripura,1996-02-29,038627,2024-12-14 00:57:47,35260.79,"Nagy, Saxena and Jhaveri",Electronics,1
7036431956,Girish Oak,Tripura,1975-09-14,020478,2024-07-30 03:51:33,2981.92,D’Alia-Baral,Groceries,0
6503665082,Samar Vasa,Andaman and Nicobar Islands,1972-12-02,319230,2025-02-23 00:06:30,42215.11,"Loke, Cheema and Divan",Groceries,1
8906505440,Nikita Soni,Puducherry,1980-04-24,249271,2024-06-03 10:49:46,13944.74,Kar-Oommen,Groceries,0
6440871880,Manthan Bhatt,Madhya Pradesh,2002-04-20,186403,2024-10-04 10:15:17,39322.53,Parekh-Lal,Travel,1
7216903409,Krishna Kuruvilla,Haryana,1966-10-15,799423,2024-12-02 15:29:11,3873.34,"Shanker, Brar and Swamy",Clothing,1
8406804155,Benjamin Patil,Puducherry,1975-07-15,329323,2024-04-24 13:42:03,37660.12,Edwin-Ramesh,Clothing,1
9028954998,Kritika Choudhury,Sikkim,1992-08-16,353807,2024-06-01 04:04:07,4096.92,Sengupta Ltd,Electronics,1
8775558476,Rayaan Tiwari,Lakshadweep,1973-01-22,187934,2024-10-08 23:16:07,22278.76,Yogi-Sahni,Travel,0
6983007324,Advaith Loke,Tamil Nadu,1970-06-12,052646,2025-01-04 02:14:04,45865.59,Lall PLC,Electronics,0
6339568189,Yoshita Nanda,Gujarat,2003-04-10,276062,2024-06-01 19:14:56,25057.96,Puri PLC,Travel,1
6890997853,Ubika Saraf,Telangana,1974-03-17,259275,2024-07-08 18:39:22,38465.71,Khosla-Kashyap,Utilities,1
8421955814,Omya Saraf,Gujarat,1979-07-31,373236,2024-09-07 20:34:57,42167.97,"Aggarwal, Varty and Mitra",Clothing,0
7109714532,Kashvi Char,Maharashtra,1980-02-17,350901,2024-05-24 08:00:58,8828.69,"Kala, Thakur and Vora",Clothing,1
6835027596,Urishilla Agate,Kerala,1996-02-25,654219,2024-08-15 21:18:03,13596.81,"Vohra, Sarkar and Saxena",Clothing,1
9734518051,Fiyaz Chad,Andaman and Nicobar Islands,1972-04-07,452355,2025-03-18 17:01:34,262.95,"Kadakia, Bhagat and Mangal",Utilities,0
9098883329,Vivaan Sachar,Chhattisgarh,1975-08-01,853351,2024-11-24 04:27:43,34856.47,"Ahluwalia, Rau and Bhatti",Electronics,1
8151886293,Omaja Dube,Maharashtra,1966-03-10,745974,2025-01-06 01:01:17,8616.48,Rout-Sodhi,Groceries,1
6357044402,Anvi Contractor,Lakshadweep,1970-02-01,848586,2024-10-14 22:24:26,13257.94,Babu PLC,Clothing,0
7221217182,Divya Varma,Gujarat,1997-10-12,512219,2024-12-16 23:20:46,18292.4,Rajan-Oza,Utilities,1
7528449795,Nihal Chaudhry,Tripura,1974-05-25,092974,2024-07-04 04:13:08,17976.15,"Kaur, Chandran and Mandal",Utilities,1
7661735690,Vivaan Murthy,Uttarakhand,1976-12-01,746669,2025-02-05 15:04:38,7038.84,Bhat-Mand,Utilities,1
9925171276,Kavya Bose,Karnataka,1987-01-22,805850,2024-11-19 09:33:42,8067.88,Dyal PLC,Travel,1
6221002017,Mitesh Prabhu,Jammu and Kashmir,1971-07-17,228477,2025-03-02 05:23:04,46229.29,Morar Inc,Groceries,0
6632423750,Ishwar Saran,Arunachal Pradesh,2004-01-25,214667,2025-03-14 05:33:48,16450.31,"Chaudhuri, Ganesh and Khanna",Clothing,0
6244792769,Qadim Sastry,Chandigarh,1968-02-29,338219,2024-08-15 08:45:51,17176.93,Oza-Kara,Travel,0
8650711261,Barkha Dayal,Jammu and Kashmir,2006-10-06,461822,2024-11-01 18:22:44,21049.12,Majumdar Group,Groceries,1
7756596126,Eshana Dyal,Madhya Pradesh,1982-04-06,620083,2024-05-14 01:54:19,21246.56,"Jain, Dixit and Khalsa",Travel,1
8032245052,Upadhriti Mangat,Goa,1987-10-18,954728,2024-11-25 17:33:49,2496.09,"Merchant, Nigam and Sawhney",Utilities,1
9887877499,Zayyan Dani,Meghalaya,1994-01-12,126870,2024-08-29 15:42:08,16224.35,"Hayre, Shere and Parmar",Clothing,0
8492149449,Omkaar Kanda,Rajasthan,1996-05-23,369518,2024-12-18 04:00:56,23752.42,Dhillon Inc,Travel,0
6263936278,Nathan Narain,Odisha,2004-10-19,294733,2024-12-28 01:18:09,12684.67,"Chander, Doctor and Cheema",Groceries,0
8255049062,Gavin Shenoy,Andaman and Nicobar Islands,2001-08-11,449075,2025-03-14 00:52:10,2048.14,Mody Group,Electronics,1
8073845271,Omisha Bhattacharyya,Tripura,2001-06-22,174440,2025-02-23 06:03:14,3196.87,Gala-Bahri,Groceries,0
6859283624,Sara Walia,Punjab,1996-06-28,818694,2025-03-09 21:40:56,38121.98,"Vasa, Saini and Buch",Electronics,1
8515466104,Sudiksha Deep,Punjab,1988-05-05,322043,2024-11-11 13:22:52,47777.73,Das-Sachdev,Clothing,1
8876561563,Siddharth Suresh,Uttarakhand,1983-07-01,440945,2024-07-31 11:15:03,16441.41,Jain-Mutti,Clothing,1
6114800872,Chaaya Sanghvi,Madhya Pradesh,1980-11-06,585731,2025-02-23 06:12:49,17229.25,"Kant, Grewal and Rastogi",Travel,1
8230793970,Mitali Borah,Nagaland,1969-05-31,492492,2024-08-28 00:38:12,45947.06,Choudhry Ltd,Groceries,0
9952137094,Idika Patel,Sikkim,1981-02-18,214581,2025-03-10 11:28:32,47882.85,Varghese-Edwin,Electronics,0
9835071920,Ayushman Vohra,Lakshadweep,2000-01-28,359331,2024-07-02 01:38:05,15271.26,Barad-Merchant,Groceries,0
8323612148,Ati Soman,Meghalaya,1973-03-21,077973,2024-07-30 10:58:05,1189.4,"Chana, Saini and Karpe",Travel,1
7231737242,Samar Som,Chhattisgarh,1982-02-08,880458,2024-12-03 07:03:58,30160.17,"Ratti, Pathak and Kunda",Travel,0
7168459239,Victor Walla,Jammu and Kashmir,1997-05-09,404384,2025-02-13 01:00:22,41436.65,Bahl-Bath,Groceries,0
9070284065,Wridesh Char,Andhra Pradesh,1984-02-11,609650,2025-03-05 05:41:37,42212.98,Dixit-Baria,Electronics,0
7661041895,Arin Sama,Tamil Nadu,1973-10-23,345042,2025-03-21 05:26:58,12982.76,"Purohit, Vora and Patel",Electronics,0
7640930649,Abhimanyu Mann,Andaman and Nicobar Islands,1976-11-10,827149,2024-10-15 16:58:18,40807.9,"Kala, Rau and Sankaran",Utilities,0
6284886026,Varenya Issac,Rajasthan,2006-11-28,495479,2024-12-27 10:35:45,35919.02,Kannan-Rajan,Utilities,0
9213901629,Caleb Bobal,Nagaland,2003-09-24,615390,2025-03-27 10:54:47,46783.91,Handa Ltd,Travel,0
6579330971,Jyoti Sem,Tripura,1992-09-02,171775,2024-07-12 13:24:54,44729.67,Mallick Inc,Groceries,1
8831150576,Zayyan Khanna,Punjab,1974-07-31,783527,2024-10-19 20:35:25,47103.18,Raman-Tiwari,Electronics,0
6658179199,Barkha Wadhwa,Uttar Pradesh,1983-10-27,542647,2025-04-04 15:46:43,45445.98,Bali-Bora,Utilities,1
6360566334,Abdul Acharya,Uttar Pradesh,1980-07-18,077230,2024-10-12 13:32:59,49854.54,"Deshpande, Naidu and Bobal",Travel,1
6855458576,Gavin Dhar,Nagaland,1972-04-07,557951,2024-05-10 16:08:04,37942.18,Tandon Ltd,Groceries,1
7052543901,Anya Rajagopalan,Chhattisgarh,1974-07-19,009341,2024-09-15 10:18:35,6068.02,Bajaj and Sons,Travel,1
9765847626,Falguni Sundaram,Delhi,1997-01-08,956223,2024-06-17 04:24:38,23769.43,Deshpande-Mutti,Clothing,1
7671814666,Aahana Narasimhan,Telangana,1988-09-03,728047,2025-01-14 08:48:33,42398.31,Chopra-Warrior,Groceries,0
8959227002,Indira Sahota,Karnataka,1989-10-29,464745,2024-08-30 07:44:01,7572.82,Oommen PLC,Groceries,1
7603671503,Ishanvi Agrawal,Jharkhand,1997-06-30,617215,2024-05-15 17:21:15,6261.04,"Rout, Chana and Bassi",Utilities,1
9543575010,Vasudha Venkatesh,Dadra and Nagar Haveli and Daman and Diu,1998-07-24,614896,2024-12-08 15:40:27,30992.56,Ray and Sons,Electronics,0
7789627632,Indira Dhawan,Gujarat,1994-10-09,314679,2025-02-16 17:33:08,34157.32,Saraf-Naik,Groceries,0
6511326666,Wazir Nori,Chhattisgarh,1987-02-03,074693,2024-12-21 19:20:40,15684.47,"Badal, Sen and Sahota",Utilities,0
9768335115,Jairaj Vala,Rajasthan,2006-08-17,319351,2024-04-29 02:22:17,5836.63,Mander LLC,Travel,0
6225405505,Timothy Modi,Himachal Pradesh,1986-03-23,907922,2024-12-08 18:49:04,38200.74,Goyal Inc,Clothing,1
9924217683,Rehaan Gupta,Madhya Pradesh,1971-05-25,063260,2024-07-09 19:54:21,33275.5,"Khalsa, Buch and Ahluwalia",Groceries,1
6472768256,Darpan Kamdar,Karnataka,1973-08-24,566606,2024-12-17 15:07:43,4949.2,"Nadkarni, Wadhwa and Kala",Travel,1
7841143450,Vyanjana Wali,Maharashtra,1975-04-08,950958,2024-05-16 21:41:48,2907.28,Mohanty Ltd,Groceries,0
9468329637,Balendra Gopal,Nagaland,1986-07-26,673910,2024-07-06 12:21:01,10106.2,"Varma, Issac and Chander",Electronics,0
7710668746,Tamanna Taneja,Uttar Pradesh,1981-05-29,064805,2025-04-10 13:39:49,41804.51,"Batra, Patla and Oza",Electronics,0
7892517829,Pooja Sabharwal,West Bengal,1984-01-17,830723,2024-12-10 06:03:08,1605.4,Suri-Kanda,Utilities,0
6227596859,Orinder Ramesh,Odisha,1981-12-02,119377,2024-08-26 23:25:03,9156.97,Oak Group,Travel,1
8286996115,Vanya Mittal,Meghalaya,1987-10-18,534953,2025-04-07 04:27:19,18959.68,Dash-Ramaswamy,Groceries,0
7991476599,Sachi Joshi,Delhi,1974-04-27,531452,2024-11-02 04:47:16,25045.09,Bhatt-Aurora,Utilities,0
9053947335,Qasim Memon,Manipur,1969-01-26,260533,2025-03-29 06:26:30,5939.12,Toor PLC,Electronics,0
7653130193,Utkarsh Pandya,Kerala,1983-07-16,567061,2024-08-09 17:08:08,26510.05,"Seth, Pau and Mahajan",Electronics,1
7475686236,Sathvik Bajwa,Andhra Pradesh,1973-06-04,144599,2024-10-29 09:39:39,44908.69,"Choudhry, Sarkar and Goel",Groceries,1
7731837621,Victor Salvi,Odisha,1998-02-27,303473,2024-10-10 07:39:04,23954.64,Mital Ltd,Travel,0
8695864042,Rachita Varghese,Karnataka,1971-01-27,921196,2025-03-31 02:43:01,33797.04,"Ratta, Gaba and De",Utilities,0
8950146304,Wriddhish Kota,Nagaland,1976-02-07,331126,2025-03-01 22:21:50,38039.02,"Agrawal, Tailor and Sengupta",Clothing,0
7468997557,Qadim Bedi,Sikkim,1980-08-23,189975,2025-01-26 21:32:19,39742.0,Narasimhan and Sons,Travel,0
6986592435,Raghav Hegde,Chhattisgarh,1988-08-14,659308,2025-01-03 16:56:23,34302.79,Chana and Sons,Electronics,1
7981097823,Mahika Saini,Mizoram,1979-09-07,395593,2024-06-04 02:18:20,36791.75,Handa LLC,Groceries,1
7558063422,Omisha Halder,Dadra and Nagar Haveli and Daman and Diu,1976-04-13,489655,2024-10-03 12:02:18,42479.8,Sur-Sodhi,Groceries,0
6225345458,Alexander Muni,Gujarat,1992-04-01,266482,2024-04-22 08:50:14,41767.33,Maharaj Group,Groceries,1
6237550757,Yauvani Kala,Madhya Pradesh,2006-07-04,895652,2024-10-28 12:07:20,35105.14,Wadhwa LLC,Clothing,0
9533227660,Kashish Sarkar,Telangana,1979-09-26,246330,2024-09-09 04:16:40,45246.98,"Sampath, Chand and Pall",Travel,1
8141972976,Damini Ganesan,Sikkim,1988-01-05,964118,2024-07-01 15:07:27,34666.98,Rege-Babu,Travel,1
8847973108,Omisha Gandhi,Andhra Pradesh,2005-01-18,473645,2024-12-27 03:55:58,3911.37,Bhardwaj-Agrawal,Utilities,0
8449900582,Michael Bala,Kerala,1983-02-07,914995,2024-08-22 06:49:04,4362.85,"Andra, Mallick and Bhatt",Electronics,0
7574443039,Jagrati Chaudhary,Chhattisgarh,2000-11-25,112055,2024-11-05 02:42:54,33788.52,Bala-Basu,Groceries,0
9921131408,Fariq Patil,Andaman and Nicobar Islands,1975-06-20,312265,2024-07-19 15:29:17,21713.95,Vora-Rana,Electronics,0
7394284545,Bhavini Bakshi,Delhi,1977-03-04,160711,2025-03-31 10:00:01,12797.96,"Keer, Sethi and Chacko",Groceries,1
6491573824,Ria Deol,Kerala,1971-07-16,889098,2025-03-18 08:05:49,13330.7,Dhaliwal Group,Groceries,1
8680259956,Adya Vig,Delhi,1988-04-02,590649,2024-04-30 21:00:55,47064.03,Menon Ltd,Groceries,0
6673387272,Vincent Puri,Goa,2004-04-13,525994,2024-11-15 19:19:51,26647.09,Gala-Murthy,Travel,1
8307918976,Madhav Kibe,Mizoram,1995-09-28,159238,2024-11-28 03:38:12,2407.09,Ramanathan and Sons,Travel,1
6422687482,Xiti Sura,Jharkhand,2006-07-25,645837,2024-06-06 05:29:29,41880.96,Ghosh-Khatri,Travel,0
6771371781,Abhiram Kurian,Jammu and Kashmir,1966-06-06,816358,2024-09-21 14:33:15,33251.3,Dass-Nagy,Travel,1
6096287499,Bhavna Garg,Uttarakhand,1992-02-13,569325,2024-08-17 19:03:07,47879.42,Nori-Bhatti,Groceries,0
9718036954,Laksh Prabhakar,Meghalaya,1965-02-01,688225,2024-11-21 13:20:32,36194.04,Chaudhuri-Ranganathan,Electronics,1
9265480381,Triya Bail,Sikkim,1989-12-26,930336,2024-11-19 06:41:35,26290.42,Nigam-Sastry,Utilities,1
8369975006,Yug Korpal,Himachal Pradesh,1973-02-04,890767,2025-02-18 06:53:23,26658.6,"Ramanathan, Murthy and Andra",Electronics,1
8842574213,Mason Sachar,Puducherry,1993-06-16,323122,2025-02-28 22:49:46,1358.17,Sule Group,Travel,1
8555806840,Bishakha Bali,Tamil Nadu,1999-08-27,940158,2024-09-13 22:03:36,19360.1,Dubey-Sha,Travel,0
9939839147,Wazir Tak,Himachal Pradesh,1979-06-17,732851,2024-09-26 14:41:18,17428.17,Gulati-Patel,Utilities,1
9756330264,Nitesh Kata,Himachal Pradesh,1984-07-07,383080,2024-05-31 10:57:36,15757.65,Pau LLC,Groceries,1
6243320292,Azaan Chandran,Andaman and Nicobar Islands,1968-01-14,875277,2024-12-23 03:11:27,8208.46,Sodhi-Wagle,Electronics,1
8374227834,Ikshita Johal,Ladakh,1995-07-29,091450,2025-01-05 01:25:36,43588.73,"Nazareth, Bava and Mane",Utilities,1
6842033307,Peter Sangha,Jammu and Kashmir,1983-04-17,842946,2024-10-20 03:10:29,33144.7,Shenoy-Baria,Utilities,1
7206694019,Niharika Mangat,Tamil Nadu,2005-09-02,456095,2024-07-13 15:34:54,28319.61,Kohli-Merchant,Travel,0
9994850571,Krisha Kadakia,Rajasthan,2000-09-01,907226,2025-04-06 03:47:07,33880.38,"Din, Ram and Atwal",Clothing,0
9885969256,Pratyush Dara,Dadra and Nagar Haveli and Daman and Diu,1968-05-24,437730,2025-02-21 20:04:01,15736.97,"Nagarajan, Goel and Sem",Electronics,1
6429094193,Qushi Patla,Jammu and Kashmir,1978-09-21,970111,2024-12-05 20:01:26,19572.18,Tripathi Group,Travel,0
7217212800,Hemangini Jaggi,Gujarat,1983-10-19,212117,2025-02-22 13:17:37,22386.66,Sinha LLC,Electronics,1
7578315048,Girindra Mammen,Andhra Pradesh,1986-09-11,339211,2025-04-02 21:00:59,32201.0,"Chatterjee, Ravel and Patel",Utilities,0
9827742303,Megha Kant,Maharashtra,1974-05-04,695417,2024-07-31 11:59:58,34933.01,Subramaniam-Sarna,Clothing,0
9648207256,Ishaan Gupta,Arunachal Pradesh,2001-04-16,808071,2024-12-01 17:21:05,46347.79,Natarajan-Gola,Groceries,1
9638167000,Vedhika Walia,Manipur,1990-04-18,031042,2024-07-15 11:39:08,8379.25,"Sama, Prashad and Sethi",Clothing,1
9879205191,Zaid Gupta,Jharkhand,1986-07-30,382359,2025-01-27 23:20:47,13593.63,Dara-Grover,Travel,0
8974509826,Harinakshi Sarkar,Tripura,1977-04-30,851435,2024-07-10 17:00:42,9679.13,Srinivasan LLC,Utilities,1
9739139744,Sara Vaidya,Nagaland,1995-03-28,823710,2025-01-07 18:58:46,41212.37,Dugal and Sons,Groceries,1
9395777730,Harinakshi Sarkar,Ladakh,1979-02-07,472023,2024-05-05 10:06:05,33686.54,Choudhury PLC,Utilities,1
8247530995,Yashoda Pandit,Delhi,2001-03-03,347078,2024-10-20 03:48:36,36146.12,"Sheth, Sodhi and Wable",Electronics,1
6842494326,Karan Shankar,Himachal Pradesh,1966-11-08,991596,2025-03-21 19:29:28,25841.51,Saha and Sons,Groceries,0
7680033271,Harsh Bakshi,Nagaland,2000-09-28,771886,2024-10-30 05:30:41,20797.03,Majumdar LLC,Clothing,0
6167818788,Ansh Garde,Lakshadweep,1984-07-05,705763,2024-08-18 05:46:02,34124.05,Amble Inc,Travel,1
7876762248,Lipika Datta,Delhi,1972-05-07,339891,2025-01-09 07:40:54,29273.49,Borah Group,Electronics,1
6663001147,Oscar Bhat,Punjab,1965-07-26,267094,2024-12-18 01:28:56,2529.9,Vasa LLC,Groceries,0
9207002912,Kevin Sengupta,Chandigarh,1972-09-20,425224,2024-06-24 05:30:37,22122.37,Parmar-Savant,Travel,1
8995717919,Elijah Bahl,Tamil Nadu,1991-02-07,331002,2024-11-23 13:03:44,42363.47,"Khalsa, Dhillon and Sandal",Groceries,1
6957747355,Zaitra Parmar,Gujarat,1966-04-29,768439,2025-01-30 04:15:14,9797.1,"Chauhan, Nanda and Kapur",Clothing,0
6659695361,Meghana Batta,Uttarakhand,1982-06-07,460673,2025-01-11 13:29:30,1769.79,Madan-Wagle,Electronics,0
9118440750,Devansh Uppal,Rajasthan,1988-02-07,865403,2024-08-09 00:03:49,25890.39,Ghose PLC,Electronics,1
6174158791,Faraj Roy,Telangana,1985-10-25,392639,2024-11-20 03:30:26,14643.16,Gour LLC,Groceries,0
9329018464,Brinda Gara,Chandigarh,1987-02-16,327359,2024-05-25 07:23:15,49890.96,Sur Ltd,Groceries,0
6462441427,Elijah Chakrabarti,Punjab,2005-11-24,224912,2024-11-16 09:00:26,38513.54,"Saran, Dhar and Padmanabhan",Utilities,0
7063720570,Indrajit Chand,Uttarakhand,1967-11-05,665043,2024-06-09 07:11:46,5514.36,Raghavan Inc,Utilities,1
9889693792,Chakradhar Sule,Dadra and Nagar Haveli and Daman and Diu,1974-10-04,081257,2024-06-25 00:38:32,35290.84,Mitter Inc,Groceries,0
6339932242,Widisha Kibe,Bihar,1969-05-22,064510,2024-08-19 11:46:20,43422.96,Iyengar-Ghosh,Travel,1
7864177427,Ayush Gill,Manipur,1965-11-01,201297,2024-09-30 06:08:23,34414.7,Iyer-Kalita,Travel,1
7621342549,Kala Goswami,Tripura,1978-02-25,352683,2024-10-05 16:00:56,25271.29,Walla-Gill,Groceries,1
9884999809,Faraj Sangha,Kerala,1989-08-04,603984,2025-03-14 18:35:19,10353.88,Rout LLC,Groceries,0
9266588934,Krishna Gara,Tripura,1964-09-14,129911,2024-12-10 02:16:42,47832.21,Patil LLC,Clothing,1
7179948820,Chaman Merchant,Sikkim,1978-09-20,413418,2025-01-01 02:38:03,42123.92,Sahni LLC,Clothing,0
6454079965,Yatan Narasimhan,Tripura,1971-06-19,598071,2024-08-16 11:49:46,4575.91,Dhaliwal-Tata,Electronics,1
9868042851,Anusha Varma,Andhra Pradesh,2000-02-04,928884,2025-04-19 14:32:35,19746.35,Comar Group,Clothing,1
9004113720,Gautami Kalita,Madhya Pradesh,1992-12-04,051623,2024-05-25 16:48:28,38737.1,"Chaudhary, Tata and Bhakta",Groceries,0
9755709886,Charita Narasimhan,Uttar Pradesh,1971-07-14,289140,2024-11-10 14:01:42,29886.04,"Khanna, Warrior and Sundaram",Utilities,1
6345125632,Ethan Naik,Dadra and Nagar Haveli and Daman and Diu,1970-06-06,691590,2025-01-08 07:07:15,38045.68,"Gandhi, Nagy and De",Utilities,0
7172050720,Hema Rajagopalan,Tripura,1970-01-27,245349,2024-08-11 05:30:16,42439.5,Bumb Inc,Electronics,0
7180252793,Rayaan Som,Mizoram,1977-01-10,498950,2025-04-03 12:42:29,31456.05,"Chandran, Solanki and Swaminathan",Electronics,1
